"Sampling Time
",城市,PFOA Concentration,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口万人,城镇非私营单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,城镇非私营单位在岗职工平均人数万人,城镇非私营单位在岗职工工资总额万元,城镇非私营单位在岗职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,规模以上工业企业产品销售收入万元,规模以上工业企业利税总额万元,本年应交增值税万元,规模以上工业企业利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,规模以上工业企业流动资产合计万元,规模以上工业企业固定资产合计万元,规模以上工业企业主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售业商品销售总额万元,限额以上批发零售业法人企业数个,当年新签项目合同个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业教育学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,执业助理医师数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局所数处,邮政业务收入万元,电信业务收入万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇居民生活用电量万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,工业颗粒物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,细颗粒物PM25年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,职工基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张
2015.11 and 2017.06,深圳市,9.83,1.949e+08,77970,77794971,1.171e+08,0.04,39.91,60.049999,167411,385,496,353.59003,370,101,127264,7691,21.299999,1741.6667,456,4701455,42583,0.05,269.04999,187.13,0,59,41,0,0,234,2,33,25,18,29,10,11,20,29,9,1,2,10,6,3,13,0,6,9,7,3,4,1,5,445,39940453,89757,1997,6,0,1892,304000,9,0.01,0,,82400,12300,3441.6189,15300,39855,107.091,6627,4180,1818,629,2.729e+08,1.605e+08,72345326,40114556,539,2.747e+08,414677.31,7362300,17699071,1.614e+08,26424993,1.996e+08,39208359,1843694.5,40781638,17565209,10445362,55127556,2.592e+08,4728,4132,3743950,673227,1.500e+08,1.541e+08,31364923,1329492,42110429,4035240,4147269,3.517e+08,5.956e+08,1.039e+08,12,352,337,15,5092,30674,46975,2511,91883,40,91,117113,39665,25600,244,103,,,125598,48298,16543,11,356,36043,930,43,,3671,136,38205,30559,15757.242,9042,5585,454,43540000,28918,127.82984,23788,7211,1125900,745,3299950,3380000,644,2505,6320000,8517415,4836745,1434546,676,352,10891,14094,11320.285,4749,59340,982.93105,13048,241018,1741,7690,5020,143,100,30.986418,41,97,30,3.684e+08,10288926,10930554,10261264,52,46,11336,10226
2014.03 and 2014.10,攀枝花市,22.90106,8708501,289993,6373752,2043885,3.3299999,73.190002,23.469999,70646,111.9,56,62.580002,111.9,37,14136,3804,2.7,119,25,204366,13019,0.07,16.17,8.2799997,0,66,34,0,2,9,1,4,1,0,1,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,1,0,1,24,1375743,57635,7401,39,0,151,446176,9.21,21.82,0.36000001,0.00154387,687000,211300,53600,200,19000,9700,342,335,3,4,15367900,1.517e+08,173698,179494,15,21902852,37705.833,479100,455700,8404471,6353835,7742500,64988164,123500,5827486,751962,497680,2455517,2773165,221,2,73787,11139,165710,95940,629076,208711,1211774,20489,224150,6613789,8039863,4117542,2,54,64,4,1222,5061,5004,509,29085,6.9200001,7.6700001,41297,18592,9433,260,166,7105,111922,2593,1559,812,6,6,834,75,3,,1064,72,9052,3989,3191,195,2946,34,160000,13936,2963,10957,16,904.8,67,12898,98396,31,116,270000,900613,767868,44287,4876,233,2553,2399,38459,107066,8557886,99953,200429,2134878,53869,,79152,30,98,69,20,27,60,1.405e+08,502131,629273,225601,54,46,9964,6756
2014.03 and 2014.10,广安市,1.00856,9196124,1557823,4828885,2810335,16.940001,52.509998,30.559999,28489,471.70001,132,95.68,471,159,79031,100193,5.8000002,329,14,268858,11224,0.07,3.6300001,10.21,1,26,73,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,3,1,0,3,0,1,1,0,1,0,0,2,13,678448,50405,6341,161,1,744,305295,10.2,185.69,13.39,,2394600,298300,357600,2800,61301,67800,487,478,6,3,12911573,12685234,166319,60020,14,8677421,16980.547,284433,546429,1391218,2059981,2071878,3016329,112264,7965772,1221080,747409,3670594,2089531,246,3,5494,4194,72557,1322647,459637,,1872039,7734,396592,5149718,12651891,9025304,1,276,228,23,440,15098,13413,1280,8590,23.969999,24.82,91990,51902,3562,18,110,277.5,5165,2251,,,8,9,1705,36,4,7,3760,223,12549,4795,7700,170,7277,253,,3991,162,3496,333,,202,25692,142234,31,233,300000,324925,14680,,11598,214,1758,4842,685569,44993,3796929,13040,230156,3360364,17447,13365,9865,231,100,99,34,100,,3135012,502018,826525,108578,,219,,24787
2014.03 and 2014.10,黄冈市,23.79393,14591500,3570540,5861406,5159554,24.469999,40.169998,35.360001,23128,741.40002,135,178.83995,683.79999,251,139658,391675,10.8,579,66,170506,23578,2.2,38.279999,25.18,3,58,38,2,1,15,1,22,1,1,3,1,1,1,0,1,1,0,7,3,0,6,0,1,0,1,2,0,0,5,57,1727647,30235,17457,365,1,425,4264351,9.6999998,325.75,55.610001,5.0040002,2913000,19600,601600,137500,501543,611600,1413,1365,32,16,17574600,16357900,772900,443800,21,13667385,30767.543,379300,836800,3433754,4645432,4194200,3864200,123800,16575874,1742698,1355000,7156522,4004216,519,8,21488.743,8690,,,960426,,3454008,55151,746478,8111025,19940488,14049853,4,304,714,29,3345,30156,23455,3379,46365,17.18,39.639999,121249,50119,4650,63,68,7559,226715,,,113,12,28,1730,23,23,5,5494,286,27661,28859,10608,1015,9593,171,,10268,121,6897,3250,,150,45200,269300,85,378,650000,658660,509055,32789,29661,652,3011,15,245160,15339,791073,12878,54679,388290,23111,9562,3598,8.7193846,61,137,91,85,60,8957216,638100,1392900,212100,134,134,22450,22437
2014.03 and 2014.10,荆州市,19.58203,14804900,3470269,6595583,4739048,23.440001,44.549999,32.009998,25774,658.5,275,172.53,659.70001,200,114685,255723,3.0999999,520,43,967800,56424,1.48,19.91,21.879999,3,46,51,1,0,12,1,7,1,1,2,0,1,0,0,1,1,0,5,3,0,6,1,2,0,1,2,6,0,0,37,1561577,41742,14099,659,2,467,2122066,9.8000002,400.01999,62.330002,9.6350002,2713400,491152.57,534400,100,1288306,195500,1149,1113,18,18,21835020,20323142,741404,770474,21,9585660,685972,547057,1270862,4936770,4983988,6577135,5826747,119518,15710897,1341739,1124809,8314421,4373790,765,9,19020,12200,,1399920,881683,,2762949,38787,440998,9545016,19670198,13452373,8,241,395,21,4499,21505,14198,1755,111829,23.639999,29.43,103186,29187,34212,170,44,,70163,1771,,308,8,15,1172,18,21,7,3364,167,23188,10207,9209,15,9158,51,40381.559,12649,137,7085,5427,243.37903,166,39149,312400,63,386,830000,630553,409458,60349,20964,201,9923,8827,261613,46842,814366,170432,107307,584116,16462,13106,188617,236,42,14.151791,38,88,75,803221.28,1043367,1898011,330845,124,106,20062,19237
2014.03 and 2014.10,泸州市,54.7602,12597311,1598599,7589880,3408832,12.69,60.25,27.059999,29655,508.89999,209,96.279968,508.70001,149,121973,61762,2.9000001,424,37,343400,15132,0.08,21.139999,15.8,0,57,43,0,0,6,1,14,1,0,1,0,1,1,0,0,0,0,5,2,0,3,0,1,0,0,1,4,0,2,35,1635034,47310,12236,208,1,416,1171429,11,198.25999,4.52,,2219600,174600,343600,11200,72030,41800,620,605,6,9,15779539,15506373,103028,170138,11,13880621,8237.962,401702,875569,4204185,3555447,5075792,3816982,453532,11769910,1925603,1305807,4913963,5175553,464,9,5429,6302,,6817861,1159216,85211,2813002,25454,547076,9207784,16129804,9976790,5,221,279,22,2278,14811,17242,2170,44684,24.879999,40.880001,157951,79938,30157,88,157,7184,19492,2869,443,,10,8,1223,24,16,20,4915,238,20830,8367,8533,11.807238,8447,15,710000,9106,307,6819,1980,2705.3333,254,42540,257389,50,346,530000,419199,262817,52621,18160,365,3084,5107,8932,33745,1099743,12678,143651,779036,8741,9353,6647,173,74,164,97,50,95,1061650,1014034,1084735,199392,219,213,26370,25962
2014.03 and 2014.10,马鞍山市,8.528505,13331200,770543,8310670,4249987,5.7800002,62.34,31.879999,60091,227.2,110,74.880009,228.10001,74,39010,32409,3.5999999,210,23,360980,18925,0.07,12.89,10.17,0,56,44,0,2,7,0,3,1,0,1,0,1,0,0,0,0,0,2,1,0,2,0,0,1,13,0,1,0,1,22,1285932,59096,4049,81,1,561,796600,9.6499996,106.26,9.1899996,1.041,679800,35800,80100,41000,111234,21000,1035,975,22,38,25602135,23019870,574701,2007564,19,36309024,39527.831,671258,979591,10879677,14005680,9471382,9298390,105594,16747414,2455835,1782796,3735329,4069012,288,15,161384,176131,1018820,,1210516,72473,1824561,57483,266454,11033404,14756215,8193658,6,104,274,11,3066,8499,7806,737,54157,10.85,12.08,81677,17798,9761,239,78,989,96993,6450,,502,4,4,1117,49,,,1082,96,7558,4107,5188,109,5079,823,,16752,297,8414,8041,,70,15204,15789,44,177,380000,1712569,1545551,37838,7573,215,7338,768.54659,94276,58819,2771673,7162,182522,5431240,100810,43237.5,14669,150,95,77,71,88,60.5,4247703,600547,974007,246226,119,128,22808,22307
2014.03 and 2014.10,南京市,24.02965,88207500,2143442,36235641,49828417,2.4300001,41.080002,56.490002,107545,648.70001,532,732.49982,645.90002,218,126822,52927,5.1999998,886,230,2595021,66532,0.17,114.76,115.07,0,50,50,0,1,56,6,53,15,15,18,7,4,5,8,7,2,1,15,6,2,9,1,0,0,7,4,12,3,6,173,13372069,77286,6587,236,1,985,1373100,10.1,114.72,11.47,0.41800001,3172800,468200,118300,89900,228800,75300,2748,2099,199,450,1.320e+08,76475900,8388700,47132100,113,1.035e+08,378697.99,4912900,8793900,51396422,25631257,54320800,32287700,3538100,54307699,11254900,7962700,41671947,1.734e+08,2585,504,870097,329070,17973800,4760000,9034890,256753,9212047,447152,1368787,1.563e+08,2.016e+08,50557718,44,223,346,57,47749,22414,21823,6359,805338,22.280001,33.93,77468,119012,183440,1241,183,,,4564,,9622,19,63,5188,80,51,100,2325,207,39149,21602,16088,3844,10596,20,16280000,30904,1523,12143,17208,300000,179,548713,1222323,283,1042,2270000,4086413,2787495,337452,10075,262,21561,25536,1052732,103949,5335736,44268,507606,6114125,96177,73813,33029,59,92,93,92,65,31,3.886e+08,3490632,4781188,2485139,208,197,29084,26328
2014.03 and 2014.10,南阳市,3.2614,26755709,4687600,12441405,9626704,17.52,46.5,35.98,26651,1181.4,205,196.57002,1178,358,146689,215658,6.1999998,1016,94,496763,37640,1.02,44.200001,48.689999,1,47,52,1,3,25,2,14,3,1,5,1,2,1,1,2,2,0,15,6,1,9,13,15,7,15,3,12,1,7,80,3281415,41172,26509,994,1,446,,8.5,626.20001,128.71001,2.473,10237900,2538200,766600,334300,123520,336000,1899,1845,30,24,40070782,38367950,973775,729057,33,22306490,37218.431,1016947,2388532,7675455,5793598,16191638,14449371,530111,24869136,1566045,1312378,13900512,8003433,1071,24,47776,63144,,6236340,1410248,26545,4513635,66241,968149,15525250,27567750,17771929,6,503,3447,88,4079,39666,50600,4875,70399,55.639999,118.76,260216,102184,26365,60,87,26801,348868,732,,469,13,13,1593,13,20,8,6789,406,38546,15629,11370,699,10586,60,250000,14841,987,13081,773,3033.3333,272,82300,546500,74,666,720000,1238623,957505,149468,38179,1140,6650,237,297332,63008,4703921,6010.9439,142594,3852996,25982,15808,4757,122,76,52,76,84,60,11863656,844355,1682025,631465,,,,
2014.03 and 2014.10,十堰市,0.097745,12008200,1511832,6101366,4395001,12.59,50.810001,36.599998,35604,347,114,88.479965,346.79999,120,66368,137364,6.5999999,321,62,682714,32132,0.70999998,31.370001,30.32,1,50,49,1,0,23,1,6,1,1,10,1,2,2,1,0,1,1,4,3,0,4,0,1,2,1,1,4,0,3,59,2332800,39379,23680,220,1,147,,9.5,117.89,13.37,0.012,1611400,384600,250600,3900,69294,53900,973,946,11,16,18710709,13220162,78536,5412011,28,10096755,45957,444075,1573874,12239537,3209388,11057415,4888497,126305,10403233,908044,597067,5486532,6986429,604,14,19219,18047,,,857668,63285,2581674,35906,353778,8822112,16518030,8944222,7,171,437,20,2822,11617,12722,1958,49675,13.42,20.959999,51257,28013,15011,143,81,6955,,1875,706,139,8,4,1186,34,12,39,3988,173,25115,8737,3897,344,3524,29,,5954,257,5306,391,,145,22960,194122,49,301,630000,682448,462408,71434,25681,173,2112,2478,7639,17530,1757652,5189,24886,1023569,7959,4799,5030,188,100,168,40,91,50,4316209,404094,1007744,274586,121,124,12567,14519
2014.03 and 2014.10,铜陵市,9.96407,7163100,126071,5104425,1932604,1.76,71.260002,26.98,97193,73.800003,82,44.490013,74,54,31802,3813,2.7,133,16,130782,9481,0.23,10.22,5.2399998,1,65,33,0,0,6,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,14,777556,54337,1201,33,1,614,665200,10,15.97,1.88,0.37,111100,3800,18400,148,24010,10200,260,235,14,11,19117598,14753494,3857832,506272,8,12047995,1119007,253738,367583,3658552,6330010,8344677,5198589,45442,7675973,1327634,720129,1891830,1554677,172,6,9369.7505,19577,1643894,,662728,2750,1052923,73924,147545,6381834,6762905,3389099,3,43,85,6,1412,3253,2909,290,33971,3.54,3.8699999,15010,14072,8504,461,191,14526,411822,,,210,6,7,710,96,11,,325,33,5071,2162,2386,59,1809,518,,5920,292,3533,2095,,35,6771,69956,17,71,180000,734843,678859,18710,5966,143,5693,5724,1357294,31436,1648843,2637.0217,2072207,4703491,29668,39666,749,57,100,60,83,90,85,17967.697,450359,792600,152163,52,47,2312,1864
2014.03 and 2014.10,武汉市,11.6481,1.007e+08,3504179,47860238,49340452,3.48,47.529999,49,98000,827.29999,626,588.95996,824.70001,281,167346,248359,7.1999998,945,202,2155600,101500,0.36000001,103.97,98.010002,0,51,48,0,0,53,2,49,10,3,16,5,7,4,3,7,3,1,18,9,2,10,2,0,0.47848527,9,6,17,4,0,189,11428321,60624,8569,210,0,965,2211500,9.6999998,127.13,18.549999,2.046,7145800,92802.447,345800,81700,509390,220400,2442,2104,83,255,1.195e+08,83788400,7095800,28594500,128,1.832e+08,636156.12,4264000,4681700,75562760,50860792,54484800,37205500,5306500,69625338,23536263,15605526,43693155,1.061e+08,1948,137,677082,619858,544000,9268000,11010207,543439,11751039,568956,1442633,1.446e+08,1.627e+08,53521348,80,365,588,141,57313,31523,26931,7979,962106,30.66,44.450001,225266,113181,163786,1163,137,,,17371,4921,7355,19,123,12746,154,71,,6643,266,64204,29523,28146,14300,12748,93.419284,10980000,48530,7686,28083,12751,100000,261,397400,1455441,255,1644,3900000,3364488,2111089,404417,15597,877,17097,22094,340025,84500,3722933,13178.898,263100,2800000,21600,59586.5,8013,115,100,87,99,93,61,2.824e+08,3809033,5949800,1772902,,285,,53610
2014.03 and 2014.10,襄阳市,0.52613,31292600,4014841,18046442,9231317,12.83,57.669998,29.5,55924,595.5,270,202.87001,595.29999,283,111870,219442,0.69999999,522,96,649111,38919,0.81999999,59.279999,36.25,1,62,38,1,0,43,1,15,2,1,6,2,1,2,1,2,2,1,7,4,0,6,1,2,0,1,0,7,1,0,65,2816859,43470,19727,431,1,302,,13.7,503.72,24.870001,3.01,3263200,20400,861600,7000,190703,270400,1773,1706,34,33,51204000,46002000,1382000,3820000,42,33435367,256457.9,1017000,4804000,10128462,5440356,13982000,10168000,346000,24482900,3309413,2218621,10305652,8860812,1531,31,1629.4498,56946,247000,76000,2492343,149064,4379283,187876,685316,15075993,24839596,15413900,5,237,459,30,2558,21046,18778,2052,52559,22.799999,33.099998,116845,24853,14030,88,42,21544,712466,10086,,347,9,11,1740,29,11,4,3467,211,28611,11410,10735,1043,9602,22,680000,26164,346,24842,976,1927.6667,182,31917,275690,62,442,480000,1029669,706709,90104,31777,495,8412,11297,190612,36726,77275,2455,70660,2672334,16271,15959,11900,86,99,106,98,76,100,14159528,963407,1902068,423288,484,473,24100,22146
2014.03 and 2014.10,宜宾市,0.990395,14438115,2068982,8587791,3781342,14.33,59.48,26.190001,32318,554.29999,207,108.82997,552.40002,178,43487,35289,2.3,451,36,431818,29524,0.23999999,18.16,17.34,1,51,49,0,2,10,1,5,1,0,1,0,1,1,0,0,0,0,5,2,0,5,0,1,14,13,1,5,0,3,34,1632316,48080,13271,240,1,418,122400,8.0100002,214.55,10.11,,2400800,553800,424700,7700,85950,39200,592,586,3,3,18236404,17780532,355410,100462,38,19053592,80540.74,718472,1871817,7485158,3557532,10714656,10455685,347500,11099641,1718572,1120710,6003863,3644131,355,3,9610,5055,,1018370,1056118,49253,2775160,30468,567783,9007879,16852277,8823864,2,291,320,28,1291,18644,20026,2647,24531,26,36.860001,158317,73905,16180,44,133,7082,141530,4617,1740,,10,10,1247,22,9,16,4598,257,24139,8284,7417,232,6939,189,570000,7204,739,5823,642,2841,253,31239,284701,53,364,420000,,,73103,22871,,8560,11974,51200,91234,614313,7186,451583,2965258,20224,21401,23731,31,99,60,73,81,44,67482248,2373400,978202,229174,243,187,29578,15655
2014.03 and 2014.10,宜昌市,28.339054,31322100,3514340,18577138,9230623,11.22,59.310001,29.469999,76369,400.39999,186,146.47993,400.20001,153,54690,124374,2.2,413,88,1876500,17673,0.34,48.810001,38.630001,0,56,44,0,3,34,1,11,5,1,10,2,1,2,3,2,1,1,4,2,1,4,0,2,15,2,2,5,0,0,85,3370840,39476,21084,312,1,190,1177266,9.8000002,167.77,23.82,2.036,4025200,2979000,631800,41800,197365,66600,1464,1396,45,23,49704083,45942996,2895989,865098,38,25820374,4236969,1731546,4152382,14528234,35899137,14349760,25367852,455334,24710429,1945976,1522045,9645296,10470819,1086,8,24680,31151,346000,940000,2715177,24784,4428178,67086,532588,19675111,25832455,13230735,5,173,266,15,3621,13275,11127,1827,59173,13.71,15.82,87157,27380,21175,148,68,9777,,7803,,909,14,13,2075,52,18,22,3377,170,23075,9771,11688,1829,9536,210,1130000,14051,994,8510,4546,10000,136,26761,284514,58,384,720000,1937683,1673659,80158,34163,708,17763,23565,91242,72200,199382.33,2107,179381,3334979,23993,31172,4460,102,93,35,63,91,68,12869485,1013305,1409863,486113,253,248,26160,26210
2014.03 and 2014.10,镇江市,14.98184,32524400,1213160,16310987,15000253,3.73,50.150002,46.119999,102652,272.10001,187,126.80002,271.89999,98,34086,61842,1.8,317,51,705382,14668,0.13,31.799999,18.799999,0,63,37,0,0,25,1,5,1,0,2,1,2,1,1,1,1,0,4,2,0,3,0,2,3,1,2,4,0,2,46,2674584,58640,3840,166.04004,1,709,811000,10.9,126.02,5.9299998,0.108,892200,190800,80600,21100,94900,30200,2938,2327,298,313,80844700,54617800,12004700,14222200,62,59895235,95099.891,2585000,5165800,20228416,10062121,26617400,18411200,284900,21423427,3190500,2429700,10037987,14841654,586,120,686677,129508,3473179,4613321,2777648,13345,3118458,118714,549167,26798280,35362727,15694030,5,112,113,18,5324,9915,9255,2063,84214,9.5900002,13.76,34028,30998,28215,309,114,,,45251,13256,2402,8,4,2829,104,14,111,888,89,12747,7516,5490,1029,4461,1.9975012,,8431,216,6905,1310,,109,81586,299035,97,317,620000,2097324,1698066,82668,6986,91,9085,6417,392038,54579,886101,12943,284521,3052319,26473,30739,2880,62,100,113,99,80,55,2247341,1172079,1430342,493293,155,150,23160,22717
2014.03 and 2014.10,益阳市,2.88417,12531471,2317069,5517607,4696795,18.49,44.029999,37.48,28596,483.20001,197,102.17999,481.5,159,88744,270158,8.1999998,403,29,300019,24878,0.06,12.3,16.379999,0,43,57,0,0,6,0,5,1,0,1,0,2,0,0,0,1,0,4,2,0,4,0,1,1,1,2,5,0,3,25,1047208,42552,12320,328,1,392,1283460,10.8,245.50999,23.93,5.8130002,3514800,495600,433800,335,365010,136900,931,891,29,11,18394460,17340350,758927,295183,21,10652410,7765.9987,690560,642820,1589903,2992139,2920519,4749632,188812,10306416,1011242,737283,4541763,2845953,302,11,58786,20826,,,594362,18166,2366168,20771,380769,5492274,11564817,8376024,4,228,452,23,1819,15208,14477,1390,31568,17.57,23.450001,89066,27015,59789,65,56,,,1356,,76,7,6,1122,23,9,43,1340,156,17726,8030,11316,159,11075,82,,11248,51,8320,2877,,112,34419,207416,35,262,410000,498977,209620,42842,16082,452,4794,12067,43493,47525,22087.994,22883,120594,778514,31696,9690,20572,79,91,28,85,93,59,1466421,666360,1025210,210000,242,229,24062,22990
2014.03 and 2014.10,九江市,3.99886,17799599,1367009,9850298,6582292,7.6799998,55.34,36.98,37097,513.09998,159,157.34006,510.60001,163,128778,224746,19.9,472,45,534974,9278,0.75999999,23.290001,21.389999,2,51,47,1,0,15,1,7,2,0,1,0,1,1,1,1,1,0,5,2,0,5,0,1,3,1,14,5,0,4,42,1857875,44404,19078,223,1,269,1931400,10.3,163.28,22.59,9.4989996,927400,260600,217600,600,423079,67500,1121,1010,74,37,45601572,39200778,4413102,1987692,49,19405800,38036.435,1201847,3073195,4806428,2407255,6348378,8955400,579974,18122162,1291834,909151,5122203,2539297,191,144,155006,145006,15543612,3033480,2136608,92811,3835284,47498,715781,12305792,18785788,10487218,7,283,959,28,5214,17357,20748,1219,83172,25.82,38.619999,135066,34790,31035,162,68,,,389,,117,15,20,1976,38,22,40,847,257,18362,8965,10694,989,9651,42,120000,13922,1248,11415,1259,180.66667,215,22710,271670,74,327,690000,1173409,947132,74672,23654,708,10739,15914,158000,79681,1129365,41169,306153,2002599,52659,22929,53783,284,62,36,60,87,63,11764346,822031,1428282,340000,194,194,70984,72064
2014.03 and 2014.10,常德市,0.33155,25141545,3379024,11979946,9782575,13.44,47.650002,38.91,43215,608.70001,227,138.57001,607.90002,210,95664,282685,5.4000001,546,42,1054957,37869,0.13,18.620001,23.389999,0,44,56,0,0,8,1,10,1,1,2,1,1,1,1,1,1,0,6,3,0,6,1,1,2,1,2,6,0,0,38,1637006,42842,18910,493,1,322,2201916,10.55,380.92999,56.43,12.91,2280000,966200,663800,13200,458418,400300,944,909,26,9,23102678,21361969,1367843,372866,26,16729643,227664.54,1199823,1819426,7107109,2484196,8964547,5525325,3326178,15477200,1240500,1040803,8197938,3308755,472,32,31562,60649,347370,,1349152,81026,3627711,22884,511836,9240319,19236577,12684985,5,292,539,51,2407,20974,16913,2191,41761,21.41,27.24,138321,52304,16563,69,86,1769,333047,,,41,9,29,1524,25,13,52,1692,307,26496,11390,11294,275,10984,14,350000,13341,376,10062,2903,180.66667,235,33915,308649,60,444,750000,645372,308682,70207,21807,,10202,11542,312791,38704,279883.53,13644,97795,1502560,23168,30410,65603,95,100,97,97,86,84,13755496,895449,553793,280177,286,281,42319,48252
