"Sampling Time
",城市,PFOA Concentration,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口万人,城镇非私营单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,城镇非私营单位在岗职工平均人数万人,城镇非私营单位在岗职工工资总额万元,城镇非私营单位在岗职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,规模以上工业企业产品销售收入万元,规模以上工业企业利税总额万元,本年应交增值税万元,规模以上工业企业利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,规模以上工业企业流动资产合计万元,规模以上工业企业固定资产合计万元,规模以上工业企业主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售业商品销售总额万元,限额以上批发零售业法人企业数个,当年新签项目合同个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业教育学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,执业助理医师数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局所数处,邮政业务收入万元,电信业务收入万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇居民生活用电量万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,工业颗粒物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,细颗粒物PM25年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,职工基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张
2014.1,阜新市,322.2666667,6061578,1195343,2708919,2157922,19.719999,44.689999,35.599998,33882,191,83,84.849991,191.10001,71,19200,98972,1.3,181,21,232542,16350,0.41999999,10.35,10.69,2,48,50,0,5,2,1,3,0,1,1,0,1,0,0,0,1,0,3,1,0,2,0,2,1,1,1,3,0,2,20,820330,41431,10355,367,3,184,132884,3.9000001,186.3,24.870001,0,1260000,466000,543000,306000,7986,216000,659,635,12,12,8745600,8065086,236413,444101,15,5419155,19226.64,182710,346316,2537484,4299020,3974075,3558439,49009,4340733,1217045,700399,2588517,2911205,222,8,32879,25106,82180,261173,712144,35940,1752720,4332,202065,6994871,8346368,5522274,2,95,81,17,2262,6675,4953,1053,45017,4.75,8.4700003,48574,16945,4710,236,88,2565,27863,186,233,78,8,3,469,25,2,,1521,111,10290,2784,1773,212,1561,,,5978,1099,4879,,,95,11200,112648,44,174,350000,355008,195933,47600,9348,311,4217,149.50386,2957.5732,109144,1906640,34232,174800,2354531,37983,11513,,164,100,96,86,88,53,8331419,529436,878125,200135,179,179,9062,9062
2014.1,锦州市,322.5125,13639990,2015991,6328955,5295044,14.78,46.400002,38.82,44264,305.29999,122,143.53001,305.60001,103,27934,222649,0.57951208,284,33,653544,22249,1.05,13.86,17.889999,3,42,55,1,0,7,1,6,2,1,1,0,2,1,1,1,1,0,4,2,0,4,0,4,0,14,2,4,0,0,32,1313890,41448,10047,251,2,304,214977,5.96,190.39999,6.73,0.0005,3450000,1199400,685000,274000,422970,635000,821,758,26,37,28981941,25763135,1437464,1781342,18,23100213,90178.274,653169,1719491,6508371,2274837,5102839,5830608,568821,9709623,2011821,1624464,5549961,4449438,263,7,176528,125457,7753563,2554381,1368462,138812,2284708,25753,242524,11187082,17170172,10902089,9,131,395,13,4901,9273,10022,1208,86219,11.63,13.24,68751,23179,22484,282,76,3966,145753,44,788,,9,9,2063,68,3,,2580,129,12989,9109,7002,941,6061,,208750,20311,2758,17398,155,1054.125,96,24500,188272,82,273,570000,754462,477057,48784,10579,234,3353,5380,246770,38535,1009309.4,13882,83682,837639,47706,8455,15856,21,87,75,93,62,54,1329676,773333,1295403,331061,169,157,10039,11656
2014.1,朝阳市,3.183333333,9935232,2147004,4229428,3558800,21.610001,42.57,35.82,33379,340.60001,87,97.419968,340.10001,112,48159,219152,5.5,303,30,155380,18677,0.25,12.44,17.59,1,41,58,0,1,5,1,6,1,0,1,0,1,0,0,1,1,0,5,2,0,5,0,1,1,1,1,4,0,3,31,1263131,40511,19698,463,2,173,100476,3.9000001,176.8,1.25,0.008,5380000,767800,736000,191000,6897,608000,708,686,13,9,12613990,12334844,152416,126730,18,16601783,2191,442154,281775,4494592,2016809,4128608,5131047,213720,8350033,1219016,872065,3760552,2882333,214,7.5,17157,25032,49891,547062,1017021,95950,2279700,17341,313829,8289123,12457893,9178366,1,171,668,14,499,14778,13262,1386,5470,9.8400002,19.08,87750,22761,11392,16,67,3530,169179,391,,111,8,8,847,25,12,7,4680,194,14575,4414,3246,246,3000,,95000,6203,978,5225,,183.14286,172,26400,169506,66,255,400000,629942,447436,44849,16081,386,727,317,16783,45693,158748.98,100238,114595,951872,85332,31772,84655,106,100,15.493209,70,95,51,9538072,430926,1027017,240960,239,179,25272,24362
2018.04,上饶市,5.01,22174758,2530140,10313480,9331138,11.41,46.509998,42.080002,32555,789,284,174.42998,786,226,112820,23108,11.4,655,40,836590,25433,0.28,15.06,24.23,1,38,61,0,0,6,0,8,1,0,1,0,2,1,1,0,0,0,7,3,0,7,0,1,0,1,2,6,0,4,36,2322414,64315,22757,423,1,343,2115000,9,383.28,20.16,0.745,1609500,67440,303300,200,509721,66100,1430,1402,20,8,40461897,32947059,7272559,115718.01,32,23537594,53483.563,568799,1898695,3741757,1528151,10591312,8904953,192543,22504234,1803744,1278425,8259941,4560030,587,26,18400,124907,280177,2553106,2228315,881.60308,6222704,92638,1142953,26733860,35735598,21062948,4,463,1641,41,1792,32277,32838,1170,32500,49,64,17883.342,43430,17168,40,59,,185600,6995,4221,83,13,20,1640,38,19,50,1017,148,25879,11032,3594.1543,477,7534,33,380000,24341,357.50512,27795,854,121,250,104900,345065,31,557,1490000,1579232,956415,148099,27122,692,6014,5669,411802,13833,4426246,544.27652,144318,2051321,24937,15591,46195,154,100,53,12,88,36,24120550,1153843,512306,300097,297,251,19251,18131
2008.05,呼和浩特市,1.2,13163700,751647,5019319,7392734,5.71,38.130001,56.16,49606,224.3,163,105.5,223.91375,71,58988,135313,8.6000004,285,31,330520,25555,0.40000001,9.04,22,1,29,70,0,0,6,1,2,2,1,1,1,2,0,1,1,1,0,5,2,1,4,1,5,0,2,2,6,1,4,30,937267,30872,17224,519,4,130,124250,13.6,119.4,6.1999998,,679943,25035,80834,3050226,9218,28383.5,317,278,13,26,9276425,6354431,1219843,1702151,9,8821659,57039,313878,229422,2876378,3333614,3062407,3236573,,6677000,1770684,1394940,5331591,3280777,160,39,28468,70744,610300,,822459,134931,1331795,14818,181912,14586104,16498303,6405628,21,126,539,80,11177,8573,10199,,184471,15.4,18.32,115940,57315,33239.167,856,478,13389,,7779.5,6713,1057,9,8,2434,109,5,,789,144,10128,6211,5295,595,4488,,2121906,9577,632,8944,,13311,127,17710,615798,79,162,263278,,,,6508,515,2977,2802,144378,81597,3203024,16411,362384,8737919,46200,58194,4545,41,73,90,36,147,116,4112249,573552,1440248,442278,3,13,,
2011.03,淮安市,9.7,16900000,2234180,7941310,6722820,13.22,46.990002,39.779999,35181,543.20001,330,112.58,541,153,187624,609052,9.6000004,462,41,688530,24135,1.1,20.049999,19.690001,3,49,48,1,0,15,1,4,1,0,1,0,1,0,0,0,1,0,6,2,0,5,0,2,0,1,2,6,0,3,39,1434246,36984,10072,488,1,539,788200,13.2,453.39999,10.09,0.05,3200100,332600,299000,33800,243892,131900,1495,1354,67,74,29400930,23703049,1795243,3902638,39,17135986,277636.41,728085,1502108,5535073,3863978,6454438,5487127,766601,10205999,2864889,2225109,5478465,3063812,233,317,107030,161996,2262280,1466504,2046283,4544.9726,2966772,62492,532351,9916888,13100003,6789189,6,190,359,24,3399,20996,18192,3163,67436,26.76,30.309999,199039,81834,9910,124,151,,,11575,,,8,8,1455,27,34,33,2116,183,15410,6444,11459,96,11324,16,230000,11197,12,7073,4112,1556,179,29606,226209,253,255,392783,908927,813202,5434,13556,420,10129,12838,86966,47879,1311392,17043,70442,2605515,22800,58387,24505,60,65,99,94,46,55.5,2495114,592956,670543,503074,399,232,47139,30067
2011.03,盐城市,27.5,27713300,4168080,13061278,10481170,15.04,47.130001,37.82,38222,820.70001,477,365.41,818.40002,270,252512,414985,5.3000002,677,53,885291,24114,2.3599999,24.67,25.75,4,47,49,2,1,17,1,6,1,1,2,0,3,0,1,0,1,0,7,3,0,5,0,3,0.4231685,1,2,8,0,4,50,1757167,35498,16972,790.6001,1,484,2829800,12.8,661.79999,28.77,13.395,10443000,1746800,832200,71900,1020211,945600,2590,2301,115,174,43600800,32340000,2311400,8949400,61,42776040,306550.68,1912200,2691700,7402961,8023377,11524700,10883400,486000,15869807,2143718,1671593,8950904,6760489,670,321,653036,168780,3072771,943797,2690358,30156,4072205,119015,780561,15586416,23201642,12643709,5,285,451,25,2855,28960,25030,4226,55299,31.879999,36.560001,236757,104663,11891,67,128,,,13554,,790,11,11,2011,24,11,98,3059,263,21481,9903,13434,186,13225,4.9887612,230000,16068,117,7342,8609,2300,242,44354,366064,186,565,872824,852859,560057,54871,,405,20449,15868,16048,37335,359717,24480,65793,974981,21727,58851,15094,37,48,97,86,59,62,21355502,885352,1159366,611286,268,256,35463,34993
2007.09,沈阳市,14.7725,32211508,1662114,15558158,14991236,5.1599998,48.299999,46.540001,45582,709.77002,3607,455.76001,708.07751,202,118132,277454,2.4000001,,100,734413,80897,0.69999999,38.18,61.380001,1,38,61,1,2,28,3,5,12,1,4,2,4,2,2,4,3,1,11,5,2,8,1,10,0.69172629,7,5,13,3,8,97,2643088,27372,12980,682,1,547,1926600,22.75,390.89999,6.1999998,0.062,3151381,135417,892086,313629,168400,529501.5,4382,3743,144,495,47860210,33374066,2321072,12165072,67,45464440,395965.52,934619,1974049,17842999,10856603,15823477,19934399,90664,23618726,7303637,5589092,12318501,33323219,735,772,1284686,504451,,6303936,2308085,458014,3396754,99395,484603,28937852,45497117,19678306,30,337,649,131,20991,24224,24081,8423,317450,34.93,36.380001,239444,127225,87943.444,463,202,36007,,,,7673,20,58,8942,126,13,19,1856,314,33620,19700,10060,3035,6641,,3842000,19092,586,18500,,63000,251,57928,864932,384,434,1005000,1499758,860975,195397,16381,406,8597,7926,28902,92684,1278506,70939,96159,2714053,40876,68311,11900,73,100,91,105,77,55,68926500,2571603,2947333,994925,,,7853,
2022.04,龙岩市,1.073333333,33140000,3111846,14197176,15830978,9.3900003,42.84,47.77,121721,316,152,96.85997,318,106,20343,49466,2.1160251,270.33333,27,606969,21848,0.0477466,2.6499977,18.959999,0,22,78,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,8,2,0,8,0,1,1,1,1,4,0,3,25,2569134,109560,19135,387,1,169,1000000,4.9699998,126.40001,3.490001,,2059000,109000,625000,1200,95895,4600,1208,1129,45,34,34060257,30960084,1302496,1797677,44,30818751,11413.535,709029,1903247,14907400,4762979,13711953,4949597,1526214,39159030,3572718,3193610,14276745,20427799,1375,38,100225,5678,2249000,3322000,1654586,334707,3614236,138310,789243,31394079,28513208,14784585,2,176,373,11,1292,13331,16021,1179,26438,15,27,32814,21777,41.248751,72,25.932221,15879,833063,12922,6163,491,7,0,3110,51,15,36,591,51,14992,8326,3805,627,743,52,290000,19368,18.706806,10926,31,616.94871,141,110624,264692,99,291,1425000,1514140.8,918119.25,140384,15039,805,4744,323.10272,105060,5432,2578842,6765.1558,117699,463565.74,12774,15767,14747,202,100,243,134,98,18,7004155.6,647114,518500,355777,68,60,10832,9715
2022.04,漳州市,6.271034483,57070000,5712707,28603484,22753809,10.01,50.119999,39.869999,112578,527,273,144.63989,534,153,17112,72416,1.0580125,505.66667,53,1002328,13450,0.26857461,5.2160163,31.610001,0,21,81,0,0,0,0,1.8947482,1,0,0,0,6,2,2,0,4,0,10,3,0,9,0,1,2,1,1,5,0,3,47,4854796,118120,12888,159.19505,0,418,1060000,6.9499998,59.999939,4.5500019,,3529000,4034000,226000,6000,2195080,554.11444,2528,2172,210,146,80630045,61559877,22253488,1574084.7,109,44077991,3892.8457,549105,3021820,15817687,11214111,24244867,12693644,232548,46990028,9366569,6187903,19042094,32417437,1543,76,189381,1256.7539,3845151,8130634,2505976,187717,5018618,36405,1098879,46763219,43362728,23406707,7,208,821,16,4892,22435,23657,1823,98631,28,43,79012,39951,19354,156,10.017402,35903,1210434,18233,8774,683,10,10,2190,90,14,215,993,94,23108,12175,1697.7879,2159,616,34.973756,,45816,103,7518,200.50555,,142,321900,473130,97,558,2185000,3274236.3,1872179.8,276738,13211,723,104562,5496.4968,11447.713,7494,155446.54,15746,23971.898,228084.18,4920.0347,14520,4476,500,100,63,89,95,14,12912028,1506816,827580,563624,167,143,14531,13640
2022.04,厦门市,2.92,78030000,296514,32335632,45397854,0.38,41.439999,58.18,147387,293,257,180.45998,297,94,45068,11632,9.3000002,528,120,2062730,14400,0.01193665,7.600207,63.149998,0,26,74,0,0,30,1,20.406839,7,0,4,4,4,6,1,2,2,2,7,3,1,12,0,2,2,3,1,3,0,2,115,14262474,130412,1701,39,0,885,120000,4.3499999,1.900002,0.69000018,,574000,0,81000,0,48860,491.2685,3059,2321,362,376,62137858,31072724,15331867,15733267,124,68820066,57769.182,1308851,5557939,39224382,16698387,58056218,13252693,1337179,37927511,9444119,6280195,26653620,3.665e+08,4631,1643,553865,274480,45626253,46551255,8838107,559733,10887431,602411,1956311,1.669e+08,1.537e+08,44183234,16,122,300,13,11233,16424,22112,2099,182439,22,40,98369,39834,94041,10,398,68247,2451906,41802,38442,5274,40,5,10540,328,4,41,996,68,21410,17562,1180.466,5613,1469,782,29990000,85993,46,25755,16664,283900,91,869013,781042,124,680,2765000,3412884.3,1621821.8,510376,2153,142,25518,12628,24690.363,339,47653.894,9332,20176.59,57189.256,512.56123,2284,518,103,100,147,91,100,17,35483395,5117200,3202700,2873000,95,45,14002,12324
2021.12,赣州市,21.24666667,41690000,4281563,16521747,20899197,10.27,39.630001,50.130001,46452,984,327,241.07011,990,274,83664,87760,2.9108273,897.66667,58,4532135,44945,0.05051675,17.049999,44.109993,0,27,73,0,1,14,0,3,1,1,1,0,5,1,3,1,1,0,12,5,0,13,0,1,0,1,2,8,0,6,55,4570659,82760,39363,511,1,256,1810000,9.1000004,307.29999,10.269998,0.001,4462100,4305000,701900,51700,293420,67800,2558,2364,136,58,52477148,42870668,6184835,3421645,57,30864589,103070.78,659483,3456723,4934597,3267710,21187366,7451364,57734,37720251,3482333,2613401,19876846,9926616,938,9,396401,234706,7373853,5764687,2940683,21854,9610938,307121,2181453,66116574,64154872,40410451,12,491,1531,41,6903,47006,51557,4516,124087,70,82,382949,118661,10617.686,113,1.7466681,,,25369,19754,1399,19,117,5290,61,23,97,1852,169,41328,20476,278,214.39697,2469,25.987002,3010000,4087,196.82191,22955,1069.4254,5408,440,321200,652000,82,934,2940000,2550594.5,1349429,309469,45295,1559,6968,21942,5185.3319,8515,2105181,21637,14748,2353483,11262,12391,11262,280,100,27,125,93,23,71936107,1656419,773515,401480,359,330,46182,44012
2021.12,河源市,13.14,12740000,1540266,4629716,6570018,12.09,36.34,51.57,44886,372,106,108.36996,312,101,44269,6607,10.2,284,29,352224,8518,0.00841946,4.8400002,19.050001,0,23,77,0,0,5,0,0,1,0,1,0,1,1,1,0,0,0,7,4,0,4,0,1,1,0,1,0,0,2,29,2438280,89802,15654,101,1,240,570000,8,74.300011,11.08,,322000,496800,108200,9.9139726,45048,8600,623,486,113,24,23800031,16937396,4416765,2445870,26,6869202,273460,230099,603243,1949907,988030,6002166,3337913,57834,10930698,3338055,2335187,3876226,2262768,190,91.875224,3649.4345,11562.53,602499,2466360,842982,15397,3470800,29531,714667,16641271,15512134,10196979,1,200,363,13,470,21353,17140,1241,16452,23,30,51641,27200,136.5,7,11.470298,,,3025,4719,152,7,5,2530,87,8,41,1153,69,13109,7134,14095,,992,16,,33283,,6505,49,,116,93623,232497,30,274,850000,1101887,599867,110105,17363,712,503,5647,150459,1602,18253.091,937.25361,,,1032,3053,1032,375,100,25.344178,81,93,21,51129153,423021,435226,289978,10,6,797,737
2021.12,韶关市,12.17,15540000,2150736,5729598,7659666,13.84,36.869999,49.290001,54377,337,154,110.89001,339,105,18282,10900,2.1999998,286,28,263137,6884,0.01683892,8.0999985,21.590002,0,26,71,0,0,4,1,2,1,0,1,0,2,1,3,0,3,0,6,2,0,5,0,2,0,1,1,4,0,3,27,2908420,109157,18413,220,1,179,1500000,8.6000004,68.640007,17.639997,,1410718.7,713300,143000,0,86548,7300,603,531,51,21,13163457,10780755,1522646,860056,27,14668931,341781.01,189540,815424,7101582,1523049,8437981,2484828.7,450642,7042156,1891628,1606296,4881601,7261129,462,89.76315,314598,9656,1280625,924865,1090771,209074,3701920,37364,618811,14991185,22187400,15576691,2,153,215,14,1928,12582,15188,1866,49898,17,27,40016,34127,61476,147,22,7792,195098,2516.1523,5310,381,9,29,3220,112,13,43,49,59,15710,8108,6702.038,990,1154,96,,29620,12204,5663,6592,,139,101601,238000,12,288,930000,1622191.5,1088508,103348,17195,773,12392,3947.1217,259383,9160,3754798,4399.4707,484419,3882733,7180,15053,7180,192,100,225,58,100,22,19817940,748947,2983607,346341,124,124,8800,8800
2021.12,惠州市,22.45625,49770000,2329236,26532387,20918331,4.6799998,53.310001,42.029999,82113,406,233,223.24988,405,115,39950,9407,7.3000002,606.33333,105,2048690,26608,0.11000001,62.270008,49.189999,0,53,47,0,0,61,1,2,2,1,5,1,4,3,4,1,0,0,14,3,0,7,0,1,2,1,1,4,0,3,103,10233728,99329,11347,140,1,363,1169700,10.1,48.360001,8.3200016,,2493100,1046000,184800,17600,137820,9700,3873,3001,655,217,1.048e+08,55157496,26169589,23476993,133,35587338,97433.156,1597031,4468674,20930800,21617199,51542337,39084578,464358,29185806,14819489,12596656,19789200,15508530,915,411.85445,237896,124735.78,9228229,21322682,4553901,227905,6633104,236203,1375662,80956996,72181656,30797094,5,300,576,24,2722,25211,33864,2472,69906,37,63,75630,53142,2218.9803,150,217,,,24817,25624,2158,5,0.96171349,2800,109,12,38,1992,84,18286,15903,8139.429,580,874,20,298624.3,38922,3,11108,18021,0,164,574098,736000,67,718,2550000,4894088,3298376.5,455178,13516,860,4948,10017,146620,5959,1086393,3842,7682.9865,6576229,5136,16882,5136,159,100,38,69.333333,95,19,44335851,1893225,2246904,1573731,93,84,7187,6540
2021.12,东莞市,36.84,1.086e+08,347360,63186955,45004830,0.31999999,58.209999,41.459999,103284,279,269,117.49007,281,89,38849,11177,8.8000002,1048.3333,287,13946591,8416,0.27,244.49001,132.41,0,59,41,0,0,245,1,1,3,4,20,3,3,12,22,14,1,4,20,8,1,16,0,1,1,1,1,2,0,21,284,25254340,88965,2460,18,0,883,150000,8.1899996,0.87999997,0,,259200,107000,2041.8273,0,47464,3500,12778,9584,2171,1023,2.443e+08,1.714e+08,47623287,25281775,666,95811830,2949871,4785660,12090057,74311740,34101365,1.491e+08,33050568,918392,21121580,9160594,6681361,42392359,79840805,4261,284,1209818,132782,56872185,95598155,7695691,228527,8825324,328289,2136897,1.408e+08,1.919e+08,77479904,9,258,337,21,6498,26614,44168,3229,138197,38,85,85109,57362,19030,1926,490,164061,3972447,55591,94573,11690,1,13,12540,520,53,,1826,117,33663,22884,6428.9106,,899,18,,32959,,10045,5158,,737,3019503,1860639,148,1635,3980000,9341740.5,6458636,687517,5266,380,25143,24161,143380,4135,631486,19048,254448,2830989,3926,11300,3926,355,100,16.002635,111,97,22,67192149,6008987,6582667,4545810,49,48,6910,6462
2021.12,广州市,13.99333333,2.823e+08,3049056,77242752,2.020e+08,1.08,27.360001,71.559998,150366,1012,817,842.22992,997,330,77325,40365,3.2000008,1877,427,4954424,36460,0.32000001,105.24998,397.82001,0,18,82,0,0,77,6,25,24,25,40,19,34,37,75,23,7,3,39,31,6,35,1,15,0,17,8,35,4,30,402,57954413,144288,7434,97.893967,0,1245,510000,8.1000004,13.580002,1.89,,3278700,838500,250800,72700,474056,24100,6757,5438,664,655,2.400e+08,1.383e+08,28719434,73034891,210,4.454e+08,1615882,4610791,15194898,1.578e+08,1.624e+08,1.421e+08,40854876,5992033,71917550,39029073,27678990,1.012e+08,2.134e+08,13670,1557.8971,4404854,820831,45136798,63112575,18842570,2025170,30211834,2012478,5890857,6.024e+08,7.285e+08,2.186e+08,83,551,986,78,75682,47167,64993,6905,1412569,57,116,184259,171402,776321,1287,206,,,185421,189516,24120,14,46,35750,349,64,,4431,291,97117,66204,159605,14935,6531,10.99725,1.106e+08,147137,454.67223,53204,48497,1452400,243,8252227,3972981,264,3539,6950000,11053545,4610521.5,1350108,9080,1140,14017,25116,525400,1822,2863700,1527.8391,735610,5308025,4736,12206,4736,102,100,110,123,98,24,4.355e+08,8643340,8944800,7157123,259,245,68541,65060
2023.03,成都市,0.944666667,2.208e+08,5938175,63708450,1.511e+08,2.6900001,28.860001,68.440002,103465,1588,1108,859.88031,1616,618,272647,299044,0.08816764,2140,219,5081202,177628,1.0700006,185.77997,605.69009,1,22,77,5,0,96,1,98,6,5.1783259,194,106,12,37,68,19,6,34,52,25,13,31,1,28,0.10954832,0,6,16,5,10,273,35904375,132633,14335,313,0,1125,730000,6,222.54999,39.290009,0.092,4816200,1657200,460100,81000,112308,150400,4674,4347,108,219,1.971e+08,1.585e+08,714499,37874995,240,1.714e+08,45996.637,3944701,10196993,87319798,41491071,1.504e+08,1.750e+08,6933039,1.819e+08,39628503,21222119,1.000e+08,1.720e+08,4099,914,939416,1674500,29511553,45386373,19290570,591588,25868282,1509243,4338623,5.942e+08,5.715e+08,2.194e+08,51,639,630,79,58381,63307,73832,10174,1140856,75,127,345837,175420,415017,719,181,156594,6934791,32251.895,70502,25557,22,8.3892817,21050,332,192,,11686,799,145995,87423,25970.819,6792.215,2145,15.984006,1.075e+08,21989.278,2444,37682,21.066017,880000,1216,2423577,2988571,936,2959,8860000,9449087,3968397,1302490,27962,1240,14806,19036.206,141365,2849,162288.57,6337.7654,19070.857,1609780,2119,10521,3765,247,100,87,168,95,39,3.482e+08,14333255,10515752,6752119,882,492,76038,68479
2023.03,眉山市,1.36,17370000,2433537,6803829,8132634,14.01,39.169998,46.82,58722,337,133,180.15009,335,124,44280,161097,1.0948771,296,24.333333,114469.21,6092,0,16.469999,24.88,0,35,69,0,0,8,0,14,0,0,0,0,10,0,0,0,0,0,7,6,0,8,0,1,1,0,1,3,0,2,20,2117.8429,109348,7140,156,1,449,420000,6.1999998,125.75,13.730002,0.004,2119400,1381400,273000,46100,150040,58600,921,893,16,12,27980169,25639766,761753,1578650,25,22180343,17916.722,925620,1040198,6140627,5953256,11205238,5799714,375164,33908727,9652781,8896135,6452091,5874772,288,10,391117,532057,384955,964562,1598389,,3692065,17999,499710,26461537,34938477,23860253,6,153,142,10,3621,11306,11628,2001,84284,14,18,24873,443747,22.484889,75,12.426157,13085,84469,2478,2641,423,7,15,930,27,6,7,3459,84,16113,9655,5649,1.2695817,23,26.97301,,448.68093,1011,8255,164.57826,,246,182255,371350,87,384,1370000,1811003,1301028,82060,9757,463,312.11853,90556,7496,1575,221442.46,42475,70204,278762,5024,4449,2157,298,100,100,84,97,38,12740208,565394,441999,292109,105,104,14243,13943
2023.03,乐山市,0.7804,24480000,3084480,10347696,11050272,12.6,42.27,45.139999,77699,345,131,148.2,346,127,34795,67315,4.4999999,315,31,407800,14522,0.22000001,1.1800027,21.600001,1,9,95,0,1,0,1,0,1,0,1,0,1,1,5,0,1,0,8,2,0,5,0,0,0,1,1,0,0,3,26,2757158,109392,12723,150,1,262,970000,6.5,124.65001,8.5200024,0,1264600,223000,311500,1583.6676,134050,132700,696,686,4,6,26948746,26055961,887507,5278,34,31750965,29458.695,60505,5516622,12388225,10304715,17681068,12605685,71087,18658640,3313546,3186830,9943719,8196703,450,0,7175,12085,159400,541900,1596042,150645,3605201,19705,492944,26682850,39270975,26512195,3,147,200,16,2676,11519,11457,1690,51540,13,19,75096,37246,831.55724,155,99,9311,256839,2656,1749,243,11,1,1270,53,14,12,5526,92,19833,9447,384.23012,246,297,405,,11260,1142,6488,405,,251,105403,280489,68,415,1420000,3604872,3018786,134569,16993,511,4055,256,141271,11946,2502498,1935.9987,186379,3031205,12354.259,22417,11228,160,100,10.668423,97,100,35,45186802,716124,648052,307728,132,120,19787,16462
